"","remoteness","state","value","year","measure"
"415","Very Remote","New South Wales","72.8","2023","Median age at death_years"
"416","Very Remote","New South Wales","6832","2024","Estimated Resident Population_persons"
"417","Very Remote","New South Wales","64","2024","Deaths_no."
"418","Very Remote","New South Wales","np","2024","Infant mortality rate_rate"
"419","Very Remote","New South Wales","8","2024","Standardised death rate_rate"
"420","Very Remote","New South Wales","73","2024","Median age at death_years"
"421","Remote and Very Remote","New South Wales","38725","2011","Estimated Resident Population_persons"
"422","Remote and Very Remote","New South Wales","289","2011","Deaths_no."
"423","Remote and Very Remote","New South Wales","np","2011","Infant mortality rate_rate"
"424","Remote and Very Remote","New South Wales","np","2011","Standardised death rate_rate"
"425","Remote and Very Remote","New South Wales","np","2011","Median age at death_years"
"426","Remote and Very Remote","New South Wales","38282","2012","Estimated Resident Population_persons"
"427","Remote and Very Remote","New South Wales","312","2012","Deaths_no."
"428","Remote and Very Remote","New South Wales","np","2012","Infant mortality rate_rate"
"429","Remote and Very Remote","New South Wales","np","2012","Standardised death rate_rate"
"430","Remote and Very Remote","New South Wales","np","2012","Median age at death_years"
"431","Remote and Very Remote","New South Wales","37961","2013","Estimated Resident Population_persons"
"432","Remote and Very Remote","New South Wales","312","2013","Deaths_no."
"433","Remote and Very Remote","New South Wales","np","2013","Infant mortality rate_rate"
"434","Remote and Very Remote","New South Wales","7.2","2013","Standardised death rate_rate"
"435","Remote and Very Remote","New South Wales","75.2","2013","Median age at death_years"
"436","Remote and Very Remote","New South Wales","37547","2014","Estimated Resident Population_persons"
"437","Remote and Very Remote","New South Wales","331","2014","Deaths_no."
"438","Remote and Very Remote","New South Wales","5.3","2014","Infant mortality rate_rate"
"439","Remote and Very Remote","New South Wales","7.4","2014","Standardised death rate_rate"
"440","Remote and Very Remote","New South Wales","75.900000000000006","2014","Median age at death_years"
"441","Remote and Very Remote","New South Wales","36973","2015","Estimated Resident Population_persons"
"442","Remote and Very Remote","New South Wales","284","2015","Deaths_no."
"443","Remote and Very Remote","New South Wales","5.3","2015","Infant mortality rate_rate"
"444","Remote and Very Remote","New South Wales","7.2","2015","Standardised death rate_rate"
"445","Remote and Very Remote","New South Wales","75.099999999999994","2015","Median age at death_years"
"446","Remote and Very Remote","New South Wales","36464","2016","Estimated Resident Population_persons"
"447","Remote and Very Remote","New South Wales","338","2016","Deaths_no."
"448","Remote and Very Remote","New South Wales","np","2016","Infant mortality rate_rate"
"449","Remote and Very Remote","New South Wales","7.4","2016","Standardised death rate_rate"
"450","Remote and Very Remote","New South Wales","75.8","2016","Median age at death_years"
"451","Remote and Very Remote","New South Wales","36011","2017","Estimated Resident Population_persons"
"452","Remote and Very Remote","New South Wales","308","2017","Deaths_no."
"453","Remote and Very Remote","New South Wales","np","2017","Infant mortality rate_rate"
"454","Remote and Very Remote","New South Wales","7.2","2017","Standardised death rate_rate"
"455","Remote and Very Remote","New South Wales","76.099999999999994","2017","Median age at death_years"
"456","Remote and Very Remote","New South Wales","35525","2018","Estimated Resident Population_persons"
"457","Remote and Very Remote","New South Wales","307","2018","Deaths_no."
"458","Remote and Very Remote","New South Wales","np","2018","Infant mortality rate_rate"
"459","Remote and Very Remote","New South Wales","7.4","2018","Standardised death rate_rate"
"460","Remote and Very Remote","New South Wales","76.900000000000006","2018","Median age at death_years"
"461","Remote and Very Remote","New South Wales","34962","2019","Estimated Resident Population_persons"
"462","Remote and Very Remote","New South Wales","307","2019","Deaths_no."
"463","Remote and Very Remote","New South Wales","4.3","2019","Infant mortality rate_rate"
"464","Remote and Very Remote","New South Wales","7","2019","Standardised death rate_rate"
"465","Remote and Very Remote","New South Wales","77.099999999999994","2019","Median age at death_years"
"466","Remote and Very Remote","New South Wales","34332","2020","Estimated Resident Population_persons"
"467","Remote and Very Remote","New South Wales","308","2020","Deaths_no."
"468","Remote and Very Remote","New South Wales","5.6","2020","Infant mortality rate_rate"
"469","Remote and Very Remote","New South Wales","7.1","2020","Standardised death rate_rate"
"470","Remote and Very Remote","New South Wales","76.7","2020","Median age at death_years"
"471","Remote and Very Remote","New South Wales","33760","2021","Estimated Resident Population_persons"
"472","Remote and Very Remote","New South Wales","311","2021","Deaths_no."
"473","Remote and Very Remote","New South Wales","np","2021","Infant mortality rate_rate"
"474","Remote and Very Remote","New South Wales","7.2","2021","Standardised death rate_rate"
"475","Remote and Very Remote","New South Wales","76.599999999999994","2021","Median age at death_years"
"476","Remote and Very Remote","New South Wales","33400","2022","Estimated Resident Population_persons"
"477","Remote and Very Remote","New South Wales","315","2022","Deaths_no."
"478","Remote and Very Remote","New South Wales","5.0999999999999996","2022","Infant mortality rate_rate"
"479","Remote and Very Remote","New South Wales","7.2","2022","Standardised death rate_rate"
"480","Remote and Very Remote","New South Wales","75.900000000000006","2022","Median age at death_years"
"481","Remote and Very Remote","New South Wales","33440","2023","Estimated Resident Population_persons"
"482","Remote and Very Remote","New South Wales","359","2023","Deaths_no."
"483","Remote and Very Remote","New South Wales","np","2023","Infant mortality rate_rate"
"484","Remote and Very Remote","New South Wales","7.4","2023","Standardised death rate_rate"
"485","Remote and Very Remote","New South Wales","76.599999999999994","2023","Median age at death_years"
"486","Remote and Very Remote","New South Wales","33280","2024","Estimated Resident Population_persons"
"487","Remote and Very Remote","New South Wales","351","2024","Deaths_no."
"488","Remote and Very Remote","New South Wales","np","2024","Infant mortality rate_rate"
"489","Remote and Very Remote","New South Wales","7.4","2024","Standardised death rate_rate"
"490","Remote and Very Remote","New South Wales","76.599999999999994","2024","Median age at death_years"
"491","Total New South Wales","New South Wales","7218529","2011","Estimated Resident Population_persons"
"492","Total New South Wales","New South Wales","50661","2011","Deaths_no."
"493","Total New South Wales","New South Wales","np","2011","Infant mortality rate_rate"
"494","Total New South Wales","New South Wales","np","2011","Standardised death rate_rate"
"495","Total New South Wales","New South Wales","np","2011","Median age at death_years"
"496","Total New South Wales","New South Wales","7304244","2012","Estimated Resident Population_persons"
"497","Total New South Wales","New South Wales","49314","2012","Deaths_no."
"498","Total New South Wales","New South Wales","np","2012","Infant mortality rate_rate"
"499","Total New South Wales","New South Wales","np","2012","Standardised death rate_rate"
"500","Total New South Wales","New South Wales","np","2012","Median age at death_years"
"501","Total New South Wales","New South Wales","7404032","2013","Estimated Resident Population_persons"
"502","Total New South Wales","New South Wales","50396","2013","Deaths_no."
"503","Total New South Wales","New South Wales","3.5","2013","Infant mortality rate_rate"
"504","Total New South Wales","New South Wales","5.7","2013","Standardised death rate_rate"
"505","Total New South Wales","New South Wales","81.7","2013","Median age at death_years"
"506","Total New South Wales","New South Wales","7508353","2014","Estimated Resident Population_persons"
"507","Total New South Wales","New South Wales","52320","2014","Deaths_no."
"508","Total New South Wales","New South Wales","3.5","2014","Infant mortality rate_rate"
"509","Total New South Wales","New South Wales","5.6","2014","Standardised death rate_rate"
"510","Total New South Wales","New South Wales","81.8","2014","Median age at death_years"
"511","Total New South Wales","New South Wales","7616168","2015","Estimated Resident Population_persons"
"512","Total New South Wales","New South Wales","53600","2015","Deaths_no."
"513","Total New South Wales","New South Wales","3.5","2015","Infant mortality rate_rate"
"514","Total New South Wales","New South Wales","5.6","2015","Standardised death rate_rate"
"515","Total New South Wales","New South Wales","81.900000000000006","2015","Median age at death_years"
"516","Total New South Wales","New South Wales","7732858","2016","Estimated Resident Population_persons"
"517","Total New South Wales","New South Wales","53694","2016","Deaths_no."
"518","Total New South Wales","New South Wales","3.2","2016","Infant mortality rate_rate"
"519","Total New South Wales","New South Wales","5.6","2016","Standardised death rate_rate"
"520","Total New South Wales","New South Wales","82","2016","Median age at death_years"
"521","Total New South Wales","New South Wales","7855316","2017","Estimated Resident Population_persons"
"522","Total New South Wales","New South Wales","52778","2017","Deaths_no."
"523","Total New South Wales","New South Wales","3","2017","Infant mortality rate_rate"
"524","Total New South Wales","New South Wales","5.4","2017","Standardised death rate_rate"
"525","Total New South Wales","New South Wales","82.2","2017","Median age at death_years"
"526","Total New South Wales","New South Wales","7954476","2018","Estimated Resident Population_persons"
"527","Total New South Wales","New South Wales","53633","2018","Deaths_no."
"528","Total New South Wales","New South Wales","2.8","2018","Infant mortality rate_rate"
"529","Total New South Wales","New South Wales","5.3","2018","Standardised death rate_rate"
